Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Label
rogers,rogers.n.02,noun.person,n,United States dancer and film actress who partnered with Fred Astaire (1911-1995),[],N
rogers,rogers.n.03,noun.person,n,United States psychologist who developed client-centered therapy (1902-1987),[],N
roget,roget.n.01,noun.person,n,English physician who in retirement compiled a well-known thesaurus (1779-1869),[],N
rogue,rogue.n.01,noun.person,n,a deceitful and unreliable scoundrel,[],N
roisterer,roisterer.n.01,noun.person,n,an especially noisy and unrestrained merrymaker,[],N
roland_de_lassus,lasso.n.01,noun.person,n,Belgian composer (1532-1594),[],N
role_model,model.n.06,noun.person,n,someone worthy of imitation,['every child needs a role model'],N
role_player,imposter.n.01,noun.person,n,a person who makes deceitful pretenses,[],N
role_player,actor.n.01,noun.person,n,a theatrical performer,[],N
rolf,rollo.n.01,noun.person,n,Norse chieftain who became the first duke of Normandy (860-931),[],N
roller-skater,roller-skater.n.01,noun.person,n,someone who engages in roller skating,[],N
rollerblader,rollerblader.n.01,noun.person,n,a skater who uses Rollerblades,[],N
rollo,rollo.n.01,noun.person,n,Norse chieftain who became the first duke of Normandy (860-931),[],N
roma,gypsy.n.02,noun.person,n,"a member of a people with dark skin and hair who speak Romany and who traditionally live by seasonal work and fortunetelling; they are believed to have originated in northern India but now are living on all continents (but mostly in Europe, North Africa, and North America)",[],N
roman_catholic_pope,pope.n.01,noun.person,n,the head of the Roman Catholic Church,[],N
roman_deity,roman_deity.n.01,noun.person,n,a deity worshipped by the ancient Romans,[],N
roman_emperor,roman_emperor.n.01,noun.person,n,sovereign of the Roman Empire,[],N
roman_jakobson,jakobson.n.01,noun.person,n,United States linguist (born in Russia) noted for his description of the universals of phonology (1896-1982),[],N
roman_osipovich_jakobson,jakobson.n.01,noun.person,n,United States linguist (born in Russia) noted for his description of the universals of phonology (1896-1982),[],N
romanoff,romanov.n.01,noun.person,n,a member of the imperial family that ruled Russia,[],N
romanov,romanov.n.01,noun.person,n,a member of the imperial family that ruled Russia,[],N
romans,roman.n.01,noun.person,n,a resident of modern Rome,[],N
romans,roman.n.02,noun.person,n,an inhabitant of the ancient Roman Empire,[],N
romberg,romberg.n.01,noun.person,n,United States composer (born in Hungary) who composed operettas (1887-1951),[],N
romeo,romeo.n.01,noun.person,n,an ardent male lover,[],M
rommany,gypsy.n.02,noun.person,n,"a member of a people with dark skin and hair who speak Romany and who traditionally live by seasonal work and fortunetelling; they are believed to have originated in northern India but now are living on all continents (but mostly in Europe, North Africa, and North America)",[],N
rommel,rommel.n.01,noun.person,n,German field marshal noted for brilliant generalship in North Africa during World War II (1891-1944),[],N
romp,tomboy.n.01,noun.person,n,a girl who behaves in a boyish manner,[],F
romper,romper.n.01,noun.person,n,a person who romps or frolics,[],N
romulus,romulus.n.01,noun.person,n,(Roman mythology) founder of Rome; suckled with his twin brother Remus by a wolf after their parents (Mars and Rhea Silvia) abandoned them; Romulus killed Remus in an argument over the building of Rome,[],N
ronald_george_wreyford_norrish,norrish.n.01,noun.person,n,English chemist (1897-1978),[],N
ronald_reagan,reagan.n.01,noun.person,n,40th President of the United States (1911-2004),[],N
ronald_wilson_reagan,reagan.n.01,noun.person,n,40th President of the United States (1911-2004),[],N
rontgen,roentgen.n.02,noun.person,n,German physicist who discovered x-rays and developed roentgenography (1845-1923),[],N
roofer,roofer.n.01,noun.person,n,a craftsman who lays or repairs roofs,[],N
rookie,cub.n.01,noun.person,n,an awkward and inexperienced youth,[],N
room_clerk,room_clerk.n.01,noun.person,n,a hotel clerk who is responsible for room assignments to guests,[],N
room_decorator,interior_designer.n.01,noun.person,n,a person who specializes in designing architectural interiors and their furnishings,[],N
roomer,lodger.n.01,noun.person,n,a tenant in someone's house,[],N
roomie,roommate.n.01,noun.person,n,an associate who shares a room with you,[],N
roommate,roommate.n.01,noun.person,n,an associate who shares a room with you,[],N
roosevelt,roosevelt.n.01,noun.person,n,32nd President of the United States; elected four times; instituted New Deal to counter the Great Depression and led country during World War II (1882-1945),[],N
roosevelt,roosevelt.n.02,noun.person,n,wife of Franklin Roosevelt and a strong advocate of human rights (1884-1962),[],N
roosevelt,roosevelt.n.03,noun.person,n,26th President of the United States; hero of the Spanish-American War; Panama Canal was built during his administration;  (1858-1919),"[""Theodore Roosevelt said `Speak softly but carry a big stick'""]",N
root,ancestor.n.01,noun.person,n,someone from whom you are descended (but usually more remote than a grandparent),[],N
rooter,sports_fan.n.01,noun.person,n,an enthusiastic devotee of sports,[],N
roots,ancestor.n.01,noun.person,n,someone from whom you are descended (but usually more remote than a grandparent),[],N
rope-maker,ropemaker.n.01,noun.person,n,a craftsman who makes ropes,[],N
ropedancer,ropewalker.n.01,noun.person,n,an acrobat who performs on a rope stretched at some height above the ground,[],N
ropemaker,ropemaker.n.01,noun.person,n,a craftsman who makes ropes,[],N
roper,roper.n.01,noun.person,n,a decoy who lures customers into a gambling establishment (especially one with a fixed game),[],N
roper,roper.n.02,noun.person,n,a cowboy who uses a lasso to rope cattle or horses,[],N
roper,ropemaker.n.01,noun.person,n,a craftsman who makes ropes,[],N
ropewalker,ropewalker.n.01,noun.person,n,an acrobat who performs on a rope stretched at some height above the ground,[],N
rosa_melba_ponselle,ponselle.n.01,noun.person,n,United States soprano (1897-1981),[],N
rosa_parks,parks.n.01,noun.person,n,United States civil rights leader who refused to give up her seat on a bus to a white man in Montgomery (Alabama) and so triggered the national Civil Rights movement (born in 1913),[],M
rosa_ponselle,ponselle.n.01,noun.person,n,United States soprano (1897-1981),[],N
rose_louise_hovick,lee.n.02,noun.person,n,United States striptease artist who became famous on Broadway in the 1930s (1914-1970),[],N
rosebud,rosebud.n.02,noun.person,n,(a literary reference to) a pretty young girl,[],F
ross,ross.n.01,noun.person,n,Scottish explorer who led Arctic expeditions that yielded geographic discoveries while searching for the Northwest Passage (1777-1856),[],N
ross,ross.n.02,noun.person,n,British explorer of the Arctic and Antarctic; located the north magnetic pole in 1831; discovered the Ross Sea in Antarctica; nephew of Sir John Ross (1800-1862),[],N
ross,ross.n.03,noun.person,n,British physician who discovered that mosquitos transmit malaria (1857-1932),[],N
ross,ross.n.04,noun.person,n,a politician in Wyoming who was the first woman governor in the United States (1876-1977),[],F
ross,ross.n.05,noun.person,n,American seamstress said to have made the first American flag at the request of George Washington (1752-1836),[],N
rossetti,rossetti.n.01,noun.person,n,English poet and painter who was a leader of the Pre-Raphaelites (1828-1882),[],N
rossini,rossini.n.01,noun.person,n,Italian composer remembered for his operas (1792-1868),[],N
rostand,rostand.n.01,noun.person,n,French dramatist and poet whose play immortalized Cyrano de Bergerac (1868-1918),[],N
rotarian,rotarian.n.01,noun.person,n,a member of a Rotary Club,[],N
roth,roth.n.01,noun.person,n,United States writer whose novels portray middle-class Jewish life (born in 1933),[],N
rothko,rothko.n.01,noun.person,n,United States abstract painter (born in Russia) whose paintings are characterized by horizontal bands of color with indistinct boundaries (1903-1970),[],N
rothschild,rothschild.n.01,noun.person,n,any of family of powerful Jewish bankers in Europe,[],N
rotter,rotter.n.01,noun.person,n,a person who is deemed to be despicable or contemptible,"['only a rotter would do that', 'kill the rat', 'throw the bum out', 'you cowardly little pukes!', ""the British call a contemptible person a `git'""]",N
roue,rake.n.01,noun.person,n,a dissolute man in fashionable society,[],M
rough_rider,rough_rider.n.01,noun.person,n,a member of the volunteer cavalry regiment led by Theodore Roosevelt in the Spanish-American War (1898),[],N
roughneck,bully.n.01,noun.person,n,a cruel and brutal fellow,[],N
roughrider,roughrider.n.01,noun.person,n,a horseman skilled at breaking wild horses to the saddle,[],N
rounder,libertine.n.01,noun.person,n,a dissolute person; usually a man who is morally unrestrained,[],M
rounders,libertine.n.01,noun.person,n,a dissolute person; usually a man who is morally unrestrained,[],M
roundhead,roundhead.n.01,noun.person,n,a brachycephalic person,[],N
roundhead,roundhead.n.02,noun.person,n,a supporter of parliament and Oliver Cromwell during the English Civil War,[],N
roundsman,roundsman.n.01,noun.person,n,a workman employed to make rounds (to deliver goods or make inspections or so on),[],N
rous,rous.n.01,noun.person,n,United States pathologist who discovered viruses that cause tumors (1879-1970),[],N
rouser,waker.n.01,noun.person,n,someone who rouses others from sleep,[],N
rousseau,rousseau.n.01,noun.person,n,French philosopher and writer born in Switzerland; believed that the natural goodness of man was warped by society; ideas influenced the French Revolution (1712-1778),[],M
rousseau,rousseau.n.02,noun.person,n,French primitive painter (1844-1910),[],N
roustabout,deckhand.n.01,noun.person,n,a member of a ship's crew who performs manual labor,[],N
router,router.n.01,noun.person,n,a worker who routes shipments for distribution and delivery,[],N
rover,wanderer.n.01,noun.person,n,someone who leads a wandering unsettled life,[],N
rover,rover.n.02,noun.person,n,an adult member of the Boy Scouts movement,[],M
rower,oarsman.n.01,noun.person,n,someone who rows a boat,[],N
roy_chapman_andrews,andrews.n.01,noun.person,n,United States naturalist who contributed to paleontology and geology (1884-1960),[],N
roy_lichtenstein,lichtenstein.n.01,noun.person,n,United States painter who was a leading exponent of pop art (1923-1997),[],N
roy_orbison,orbison.n.01,noun.person,n,United States composer and rockabilly tenor popular in the 1950s (1936-1988),[],N
roy_wilkins,wilkins.n.01,noun.person,n,United States civil rights leader (1901-1981),[],N
royalist,monarchist.n.01,noun.person,n,an advocate of the principles of monarchy,[],N
royalist,cavalier.n.02,noun.person,n,a royalist supporter of Charles I during the English Civil War,[],N
